Title;Level;Publisher;Text file;License
En Familia;Infantil;Fundación Montemadrid;data/literature/en_familia_by_olga_de_dios.txt;Creative commons
Pájaro amarillo;Infantil;Apila Ediciones;data/literature/pajaro_amarillo_by_olga_de_dios.txt;Creative commons
Mi casa es un castillo;Infantil;El Hilo Ediciones;data/literature/mi_casa_es_un_castillo_by_itziar_fernandez_cortes_and_lorena_zamora_blanco.txt;Creative commons
El príncipe feliz;Juvenil;Elejandria;data/literature/el_principe_feliz.txt;Public domain
El ruiseñor y la rosa;Juvenil;Elejandria;data/literature/el_ruisenor_y_la_rosa.txt;Public domain
El gigante egoísta;Juvenil;Elejandria;data/literature/el_gigante_egoista.txt;Public domain
Crimen y castigo;Adulta;Gutenberg;data/literature/crimen_y_castigo.txt;Public domain
El manuscrito de un loco;Adulta;Biblioteca Virtual Universal;data/literature/el_manuscrito_de_un_loco.txt;Public domain
Bodas de sangre;Adulta;Biblioteca Virtual Miguel de Cervantes;data/literature/bodas_de_sangre.txt;Public domain
